MEDHHINC_2018,Median_Household_Income_2018,anycondition_prevalence,COPD_prevalence,diabetes_prevalence,CKD_prevalence
0.2088333363051192,0.2088333363051192,0.5723981900452488,0.3877551020408163,0.3230769230769231,0.34090909090909083
0.1599682613269618,0.1599682613269618,0.6764705882352942,0.5034013605442177,0.4051282051282052,0.40909090909090906
0.11756682060517448,0.11756682060517448,0.751131221719457,0.707482993197279,0.48717948717948717,0.4318181818181819
0.23270866394451079,0.23270866394451079,0.5067873303167421,0.47619047619047616,0.3641025641025641,0.36363636363636365
0.26097926287823403,0.26097926287823403,0.5701357466063348,0.3129251700680272,0.2820512820512821,0.36363636363636365
0.1262414635451028,0.1262414635451028,0.6832579185520362,0.5374149659863946,0.48717948717948717,0.4772727272727273
0.27913093094164004,0.27913093094164004,0.35972850678733026,0.34013605442176875,0.25128205128205133,0.2954545454545455
0.34097676657810744,0.34097676657810744,0.5271493212669682,0.19727891156462588,0.2358974358974359,0.2272727272727273
0.155813704687695,0.155813704687695,0.6289592760180995,0.5714285714285715,0.4666666666666666,0.5454545454545455
0.20887791309309417,0.20887791309309417,0.6357466063348416,0.3605442176870749,0.4615384615384615,0.4545454545454545
0.16179590963393542,0.16179590963393542,0.755656108597285,0.41496598639455784,0.5435897435897437,0.4772727272727273
0.22888397553625878,0.22888397553625878,0.5769230769230769,0.27210884353741494,0.30769230769230765,0.4318181818181819
0.13283882816539772,0.13283882816539772,0.7058823529411764,0.4285714285714286,0.5384615384615385,0.4545454545454545
0.12603641032041796,0.12603641032041796,0.5701357466063348,0.4897959183673469,0.35384615384615387,0.4772727272727273
0.1963785817449138,0.1963785817449138,0.5814479638009049,0.33333333333333337,0.39487179487179497,0.5
0.2534279549952749,0.2534279549952749,0.5678733031674208,0.326530612244898,0.30256410256410265,0.36363636363636365
0.17851220512454752,0.17851220512454752,0.497737556561086,0.2857142857142857,0.29230769230769243,0.2954545454545455
0.34142253445785714,0.34142253445785714,0.4683257918552036,0.326530612244898,0.31282051282051276,0.31818181818181823
0.20687195763422073,0.20687195763422073,0.6674208144796381,0.54421768707483,0.4051282051282052,0.4772727272727273
0.187044202342956,0.187044202342956,0.6696832579185521,0.4217687074829932,0.43076923076923085,0.5454545454545455
0.17942157159923683,0.17942157159923683,0.6199095022624435,0.435374149659864,0.3230769230769231,0.38636363636363635
0.5526808480288143,0.5526808480288143,0.39366515837104066,0.08843537414965988,0.10256410256410259,0.13636363636363635
0.14545405916231297,0.14545405916231297,0.5113122171945701,0.23129251700680278,0.24615384615384622,0.31818181818181823
0.3322932082805841,0.3322932082805841,0.5407239819004523,0.29931972789115646,0.30769230769230765,0.34090909090909083
0.2835796943815417,0.2835796943815417,0.6447963800904977,0.435374149659864,0.34871794871794876,0.2954545454545455
0.06429755897509049,0.06429755897509049,0.8076923076923077,0.6190476190476191,0.7076923076923076,0.7499999999999999
0.196093290301874,0.196093290301874,0.6674208144796381,0.44217687074829937,0.3333333333333333,0.36363636363636365
